,degs,clos,betw,eigen
entrez gene/locuslink:853858,0.0022,0.1732,0.0,0.0
entrez gene/locuslink:852553,0.0022,0.2052,0.0,0.0
entrez gene/locuslink:56916,0.0022,0.2346,0.0,0.0002
entrez gene/locuslink:855147,0.0066,0.2465,0.0,0.0002
entrez gene/locuslink:853494,0.0022,0.2357,0.0,0.0001
entrez gene/locuslink:856173,0.0022,0.2345,0.0,0.0002
entrez gene/locuslink:856794,0.0022,0.2232,0.0,0.0001
entrez gene/locuslink:855770,0.0044,0.2269,0.0,0.0002
entrez gene/locuslink:852933,0.0066,0.2148,0.0,0.0001
entrez gene/locuslink:839323,0.0022,0.2288,0.0,0.0001
entrez gene/locuslink:8439,0.0022,0.2288,0.0,0.0001
entrez gene/locuslink:854453,0.0022,0.2453,0.0,0.0004
entrez gene/locuslink:4678,0.0088,0.2632,0.0,0.0023
entrez gene/locuslink:4236,0.0022,0.194,0.0,0.0
entrez gene/locuslink:84950,0.0022,0.2209,0.0,0.0002
entrez gene/locuslink:1605,0.0022,0.2188,0.0,0.0
entrez gene/locuslink:26747,0.0022,0.2237,0.0,0.0001
entrez gene/locuslink:4809,0.0022,0.2343,0.0,0.0002
entrez gene/locuslink:2539869,0.0022,0.2268,0.0,0.0001
entrez gene/locuslink:854849,0.0022,0.2121,0.0,0.0
entrez gene/locuslink:9164926,0.0022,0.2286,0.0,0.0001
entrez gene/locuslink:9164882,0.0022,0.1795,0.0,0.0
entrez gene/locuslink:9164982,0.0022,0.1795,0.0,0.0
entrez gene/locuslink:853879,0.0022,0.1795,0.0,0.0
entrez gene/locuslink:852999,0.0022,0.1795,0.0,0.0
entrez gene/locuslink:851138,0.0022,0.1795,0.0,0.0
entrez gene/locuslink:853564,0.0022,0.1795,0.0,0.0
entrez gene/locuslink:856679,0.0022,0.1795,0.0,0.0
entrez gene/locuslink:854132,0.0022,0.1795,0.0,0.0
entrez gene/locuslink:5888,0.0022,0.2299,0.0,0.0001
entrez gene/locuslink:5111,0.0022,0.2437,0.0,0.0005
entrez gene/locuslink:851005,0.0044,0.2514,0.0,0.0005
entrez gene/locuslink:734746,0.0022,0.2558,0.0,0.0009
entrez gene/locuslink:855248,0.0044,0.2504,0.0,0.0004
entrez gene/locuslink:851289,0.0022,0.2605,0.0,0.0009
entrez gene/locuslink:9164981,0.0111,0.247,0.0001,0.0003
entrez gene/locuslink:9164985,0.0022,0.2069,0.0,0.0
entrez gene/locuslink:851939,0.0022,0.2069,0.0,0.0
entrez gene/locuslink:9164980,0.0111,0.2522,0.0,0.0007
entrez gene/locuslink:851818,0.0022,0.1835,0.0,0.0
entrez gene/locuslink:398099,0.0022,0.2105,0.0,0.0
entrez gene/locuslink:151194,0.0044,0.2525,0.0,0.0006
entrez gene/locuslink:3639440,0.0022,0.2364,0.0,0.0002
entrez gene/locuslink:3635874,0.0044,0.2362,0.0,0.0003
entrez gene/locuslink:12747,0.0022,0.2438,0.0,0.0003
entrez gene/locuslink:7272,0.0022,0.2299,0.0,0.0001
entrez gene/locuslink:9212,0.0022,0.2299,0.0,0.0001
entrez gene/locuslink:853222,0.0044,0.2422,0.0,0.0005
entrez gene/locuslink:853996,0.0022,0.232,0.0,0.0001
entrez gene/locuslink:3674,0.0022,0.2497,0.0,0.0006
entrez gene/locuslink:3690,0.0022,0.2497,0.0,0.0006
entrez gene/locuslink:856006,0.0022,0.2146,0.0,0.0
entrez gene/locuslink:1466511,0.0022,0.2368,0.0,0.0003
entrez gene/locuslink:3641808,0.0022,0.2108,0.0,0.0
entrez gene/locuslink:850763,0.0088,0.2515,0.0,0.0007
entrez gene/locuslink:2889,0.0022,0.2144,0.0,0.0001
entrez gene/locuslink:9217,0.0022,0.2485,0.0,0.0004
entrez gene/locuslink:854244,0.0044,0.237,0.0,0.0006
entrez gene/locuslink:854534,0.0044,0.237,0.0,0.0006
entrez gene/locuslink:855829,0.0044,0.237,0.0,0.0006
entrez gene/locuslink:853616,0.0022,0.2605,0.0,0.0009
entrez gene/locuslink:856665,0.0044,0.2645,0.0,0.0011
entrez gene/locuslink:1466524,0.0022,0.2605,0.0,0.0009
entrez gene/locuslink:1466409,0.0022,0.2605,0.0,0.0009
entrez gene/locuslink:892,0.0022,0.2324,0.0,0.0002
entrez gene/locuslink:55723,0.0066,0.2501,0.0,0.0011
entrez gene/locuslink:701,0.0022,0.2174,0.0,0.0001
entrez gene/locuslink:10486,0.0088,0.2679,0.0,0.0011
entrez gene/locuslink:875,0.0221,0.3074,0.0005,0.0064
entrez gene/locuslink:9391,0.0022,0.1784,0.0,0.0
entrez gene/locuslink:1810,0.0022,0.1989,0.0,0.0
entrez gene/locuslink:10589,0.0022,0.2113,0.0,0.0
entrez gene/locuslink:5598,0.0133,0.2717,0.0001,0.0014
entrez gene/locuslink:55651,0.0022,0.216,0.0,0.0
entrez gene/locuslink:10204,0.0022,0.2505,0.0,0.0005
entrez gene/locuslink:5435,0.0022,0.2431,0.0,0.0003
entrez gene/locuslink:5705,0.0066,0.2615,0.0,0.0009
entrez gene/locuslink:7531,0.0044,0.2239,0.0,0.0001
entrez gene/locuslink:57085,0.0221,0.2816,0.0002,0.0021
entrez gene/locuslink:1196,0.0044,0.2208,0.0,0.0001
entrez gene/locuslink:80321,0.0509,0.3064,0.0014,0.0049
entrez gene/locuslink:10567,0.0199,0.2801,0.0005,0.0022
entrez gene/locuslink:29079,0.0133,0.2743,0.0001,0.0019
entrez gene/locuslink:1635,0.0044,0.2427,0.0,0.0003
entrez gene/locuslink:4188,0.0155,0.2821,0.0004,0.0028
entrez gene/locuslink:3670,0.0022,0.2249,0.0,0.0001
entrez gene/locuslink:80254,0.0177,0.2713,0.0001,0.0018
entrez gene/locuslink:84675,0.0155,0.281,0.0001,0.0022
entrez gene/locuslink:22806,0.0265,0.2947,0.0002,0.0066
entrez gene/locuslink:1856,0.073,0.3031,0.0024,0.0045
entrez gene/locuslink:55722,0.0022,0.2205,0.0,0.0001
entrez gene/locuslink:11275,0.0133,0.2686,0.0001,0.0015
entrez gene/locuslink:266740,0.0066,0.2624,0.0001,0.0007
entrez gene/locuslink:84708,0.0066,0.24,0.0002,0.0002
entrez gene/locuslink:64395,0.0221,0.2715,0.0005,0.0027
entrez gene/locuslink:84307,0.0022,0.2158,0.0,0.0
entrez gene/locuslink:80817,0.0177,0.2736,0.0006,0.0014
entrez gene/locuslink:2271,0.0022,0.2395,0.0,0.0004
entrez gene/locuslink:23204,0.0199,0.2847,0.0002,0.0027
entrez gene/locuslink:2801,0.0796,0.3232,0.0028,0.0138
entrez gene/locuslink:23582,0.0243,0.2838,0.0013,0.0022
entrez gene/locuslink:84970,0.0133,0.274,0.0001,0.0027
entrez gene/locuslink:853337,0.0022,0.2201,0.0,0.0001
entrez gene/locuslink:80125,0.0398,0.2996,0.0012,0.0039
entrez gene/locuslink:10320,0.031,0.2794,0.0003,0.0023
entrez gene/locuslink:27033,0.0111,0.2738,0.0001,0.0012
entrez gene/locuslink:23641,0.0199,0.2743,0.0001,0.0019
entrez gene/locuslink:56478,0.0044,0.2533,0.0,0.0005
entrez gene/locuslink:6477,0.0133,0.2772,0.0001,0.0015
entrez gene/locuslink:7024,0.0155,0.2618,0.0001,0.0009
entrez gene/locuslink:220082,0.0221,0.2867,0.0002,0.0032
entrez gene/locuslink:10318,0.0155,0.2642,0.0001,0.0008
entrez gene/locuslink:5635,0.0022,0.2453,0.0,0.0005
entrez gene/locuslink:81628,0.0155,0.2763,0.0001,0.0018
entrez gene/locuslink:56658,0.0243,0.2771,0.0002,0.0018
entrez gene/locuslink:9454,0.0177,0.3034,0.0005,0.0057
entrez gene/locuslink:6999,0.0133,0.2782,0.0001,0.0016
entrez gene/locuslink:10342,0.0044,0.2531,0.0,0.0004
entrez gene/locuslink:339834,0.0243,0.2862,0.0004,0.0023
entrez gene/locuslink:8161,0.0221,0.2781,0.0004,0.0018
entrez gene/locuslink:147872,0.0929,0.3142,0.0027,0.0085
entrez gene/locuslink:835,0.0022,0.2394,0.0,0.0003
entrez gene/locuslink:387032,0.0066,0.2429,0.0,0.0003
entrez gene/locuslink:23281,0.0398,0.2987,0.0005,0.0054
entrez gene/locuslink:116173,0.0177,0.2821,0.0002,0.0021
entrez gene/locuslink:8115,0.0066,0.2632,0.0,0.0008
entrez gene/locuslink:143241,0.0111,0.2677,0.0,0.0023
entrez gene/locuslink:10241,0.0265,0.2827,0.0002,0.0022
entrez gene/locuslink:222389,0.0177,0.2641,0.0001,0.0009
entrez gene/locuslink:25842,0.0044,0.2494,0.0,0.0007
entrez gene/locuslink:27316,0.0111,0.2645,0.0001,0.001
entrez gene/locuslink:55093,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:645455,0.0066,0.2452,0.0,0.001
entrez gene/locuslink:10253,0.0088,0.2838,0.0001,0.0032
entrez gene/locuslink:22924,0.0066,0.2681,0.0,0.001
entrez gene/locuslink:852771,0.0022,0.203,0.0,0.0
entrez gene/locuslink:4100,0.0155,0.2547,0.0006,0.0008
entrez gene/locuslink:22934,0.0044,0.2645,0.0,0.0009
entrez gene/locuslink:3866,0.0354,0.2946,0.0005,0.0058
entrez gene/locuslink:10152,0.0088,0.2617,0.0,0.0009
entrez gene/locuslink:54557,0.0066,0.2431,0.0,0.0003
entrez gene/locuslink:51429,0.0022,0.2471,0.0,0.0006
entrez gene/locuslink:5987,0.0376,0.306,0.0008,0.0056
entrez gene/locuslink:1937,0.0088,0.2465,0.0,0.0005
entrez gene/locuslink:2670,0.0133,0.2794,0.0001,0.002
entrez gene/locuslink:211,0.0111,0.2785,0.0007,0.0017
entrez gene/locuslink:26003,0.0022,0.1982,0.0,0.0
entrez gene/locuslink:90993,0.0907,0.2873,0.0012,0.005
entrez gene/locuslink:23265,0.0044,0.2539,0.0,0.0007
entrez gene/locuslink:4103,0.0022,0.204,0.0,0.0
entrez gene/locuslink:54550,0.0243,0.2973,0.0004,0.0039
entrez gene/locuslink:29979,0.0265,0.2664,0.0011,0.0009
entrez gene/locuslink:25843,0.0022,0.2333,0.0,0.0002
entrez gene/locuslink:132954,0.0022,0.2165,0.0,0.0001
entrez gene/locuslink:55165,0.0199,0.2869,0.0002,0.0026
entrez gene/locuslink:51074,0.0044,0.2523,0.0,0.0006
entrez gene/locuslink:113878,0.0066,0.2439,0.0004,0.0003
entrez gene/locuslink:55007,0.0066,0.2655,0.0,0.001
entrez gene/locuslink:10313,0.0066,0.2616,0.0,0.0007
entrez gene/locuslink:6607,0.0133,0.2589,0.0003,0.0005
entrez gene/locuslink:55758,0.0022,0.2608,0.0,0.0023
entrez gene/locuslink:4282,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:7597,0.0022,0.224,0.0,0.0001
entrez gene/locuslink:54974,0.0022,0.2355,0.0,0.0002
entrez gene/locuslink:11043,0.0332,0.2903,0.0007,0.0035
entrez gene/locuslink:71,0.0088,0.2819,0.0,0.0018
entrez gene/locuslink:23125,0.0022,0.2524,0.0,0.0006
entrez gene/locuslink:55198,0.0066,0.2406,0.0,0.0003
entrez gene/locuslink:284001,0.0022,0.1842,0.0,0.0
entrez gene/locuslink:3880,0.0066,0.2717,0.0,0.0015
entrez gene/locuslink:9146,0.0066,0.2757,0.0,0.0021
entrez gene/locuslink:57142,0.0066,0.2649,0.0,0.001
entrez gene/locuslink:3312,0.0022,0.2203,0.0,0.0001
entrez gene/locuslink:81704,0.0066,0.2566,0.0,0.0006
entrez gene/locuslink:4111,0.0177,0.2813,0.0002,0.0025
entrez gene/locuslink:1406,0.0088,0.2593,0.0001,0.0007
entrez gene/locuslink:79959,0.0288,0.2824,0.0006,0.002
entrez gene/locuslink:4107,0.0022,0.2328,0.0,0.0002
entrez gene/locuslink:4175,0.0044,0.2599,0.0,0.0015
entrez gene/locuslink:7718,0.0022,0.2104,0.0,0.0001
entrez gene/locuslink:84283,0.0066,0.2619,0.0,0.0007
entrez gene/locuslink:5631,0.0044,0.2622,0.0,0.0008
entrez gene/locuslink:58500,0.0044,0.2353,0.0,0.0001
entrez gene/locuslink:7189,0.0022,0.2352,0.0,0.0002
entrez gene/locuslink:3615,0.0044,0.2515,0.0,0.0004
entrez gene/locuslink:220134,0.0044,0.2578,0.0,0.0016
entrez gene/locuslink:11252,0.0022,0.2471,0.0,0.0006
entrez gene/locuslink:51421,0.0177,0.2826,0.0002,0.0045
entrez gene/locuslink:10363,0.0022,0.2487,0.0,0.0004
entrez gene/locuslink:81608,0.0022,0.214,0.0,0.0001
entrez gene/locuslink:56904,0.0022,0.2333,0.0,0.0002
entrez gene/locuslink:84062,0.0066,0.2496,0.0,0.001
entrez gene/locuslink:8396,0.0022,0.1939,0.0,0.0
entrez gene/locuslink:3437,0.0022,0.2246,0.0,0.0001
entrez gene/locuslink:202559,0.0066,0.2549,0.0,0.0005
entrez gene/locuslink:3839,0.0044,0.2397,0.0,0.0002
entrez gene/locuslink:84126,0.0133,0.2782,0.0001,0.002
entrez gene/locuslink:9659,0.0044,0.264,0.0,0.0009
entrez gene/locuslink:9444,0.0044,0.2536,0.0,0.0004
entrez gene/locuslink:27342,0.0066,0.247,0.0,0.0004
entrez gene/locuslink:3840,0.0022,0.2205,0.0,0.0001
entrez gene/locuslink:2275,0.0111,0.2659,0.0,0.0012
entrez gene/locuslink:80726,0.0022,0.2242,0.0,0.0001
entrez gene/locuslink:55145,0.0199,0.2895,0.0003,0.0023
entrez gene/locuslink:56159,0.0199,0.2806,0.0003,0.0022
entrez gene/locuslink:51322,0.0022,0.2088,0.0,0.0
entrez gene/locuslink:5824,0.0022,0.2184,0.0,0.0
entrez gene/locuslink:9861,0.0022,0.2095,0.0,0.0
entrez gene/locuslink:51043,0.0155,0.2865,0.0001,0.0029
entrez gene/locuslink:653121,0.0265,0.2836,0.0003,0.0024
entrez gene/locuslink:10539,0.0066,0.2263,0.0,0.0001
entrez gene/locuslink:7188,0.0022,0.2424,0.0,0.0002
entrez gene/locuslink:60490,0.0066,0.2765,0.0,0.0015
entrez gene/locuslink:10733,0.0088,0.2507,0.0,0.0004
entrez gene/locuslink:22954,0.0066,0.2744,0.0001,0.0013
entrez gene/locuslink:27111,0.0177,0.2744,0.0003,0.0015
entrez gene/locuslink:23321,0.0044,0.2363,0.0,0.0002
entrez gene/locuslink:29946,0.0066,0.2263,0.0,0.0001
entrez gene/locuslink:6648,0.0022,0.2424,0.0,0.0002
entrez gene/locuslink:4110,0.0221,0.2745,0.0006,0.0023
entrez gene/locuslink:8666,0.0022,0.227,0.0,0.0001
entrez gene/locuslink:5092,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:10278,0.0022,0.1896,0.0,0.0
entrez gene/locuslink:4830,0.0066,0.2661,0.0,0.0011
entrez gene/locuslink:84056,0.0111,0.2683,0.0,0.0014
entrez gene/locuslink:92840,0.0088,0.276,0.0,0.0015
entrez gene/locuslink:29844,0.0066,0.247,0.0,0.001
entrez gene/locuslink:10197,0.0111,0.2852,0.0001,0.0029
entrez gene/locuslink:89885,0.0265,0.2852,0.0008,0.0028
entrez gene/locuslink:10928,0.0044,0.2547,0.0,0.003
entrez gene/locuslink:84528,0.0066,0.2686,0.0,0.001
entrez gene/locuslink:84445,0.0155,0.2491,0.0001,0.0005
entrez gene/locuslink:10087,0.0022,0.2036,0.0,0.0
entrez gene/locuslink:79095,0.0044,0.2422,0.0,0.0006
entrez gene/locuslink:23636,0.0177,0.277,0.0001,0.0043
entrez gene/locuslink:7917,0.0066,0.1958,0.0003,0.0
entrez gene/locuslink:5573,0.0044,0.2188,0.0,0.0
entrez gene/locuslink:246329,0.0044,0.2433,0.0,0.0003
entrez gene/locuslink:57684,0.0088,0.2739,0.0003,0.0014
entrez gene/locuslink:55038,0.0022,0.2079,0.0,0.0
entrez gene/locuslink:57088,0.0022,0.2321,0.0,0.0001
entrez gene/locuslink:3398,0.0022,0.2294,0.0,0.0001
entrez gene/locuslink:8405,0.0133,0.2803,0.0002,0.0024
entrez gene/locuslink:10613,0.0022,0.2387,0.0,0.0002
entrez gene/locuslink:80149,0.0066,0.252,0.0,0.0005
entrez gene/locuslink:25788,0.0066,0.2532,0.0,0.0004
entrez gene/locuslink:10483,0.0133,0.2552,0.0,0.0007
entrez gene/locuslink:23635,0.0044,0.2462,0.0,0.0003
entrez gene/locuslink:85302,0.0066,0.2716,0.0,0.0012
entrez gene/locuslink:57409,0.0022,0.2348,0.0,0.0002
entrez gene/locuslink:54971,0.0265,0.2727,0.0003,0.0009
entrez gene/locuslink:329,0.0111,0.2683,0.0001,0.0012
entrez gene/locuslink:27232,0.0044,0.2645,0.0,0.0009
entrez gene/locuslink:850860,0.0044,0.2157,0.0,0.0001
entrez gene/locuslink:414301,0.0044,0.2314,0.0,0.0002
entrez gene/locuslink:6672,0.0088,0.2859,0.0,0.0024
entrez gene/locuslink:850493,0.0022,0.1637,0.0,0.0
entrez gene/locuslink:91544,0.0199,0.2879,0.0002,0.0024
entrez gene/locuslink:115265,0.0044,0.2315,0.0,0.0002
entrez gene/locuslink:57096,0.0088,0.2565,0.0,0.0007
entrez gene/locuslink:117178,0.0177,0.2846,0.0001,0.0024
entrez gene/locuslink:852359,0.0022,0.2104,0.0,0.0
entrez gene/locuslink:7286,0.0022,0.2165,0.0,0.0
entrez gene/locuslink:689,0.0022,0.2455,0.0,0.0002
entrez gene/locuslink:7257,0.0022,0.2145,0.0,0.0001
entrez gene/locuslink:10273,0.0044,0.2613,0.0,0.0007
entrez gene/locuslink:22827,0.0088,0.2726,0.0001,0.0012
entrez gene/locuslink:2203,0.0022,0.2239,0.0,0.0001
entrez gene/locuslink:23633,0.0066,0.2441,0.0,0.0002
entrez gene/locuslink:83878,0.031,0.2841,0.0005,0.0059
entrez gene/locuslink:54472,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:51100,0.0044,0.2443,0.0001,0.0003
entrez gene/locuslink:23543,0.0022,0.2487,0.0,0.0004
entrez gene/locuslink:55577,0.0044,0.2618,0.0,0.0007
entrez gene/locuslink:56474,0.0022,0.1972,0.0,0.0
entrez gene/locuslink:9319,0.0066,0.2371,0.0,0.0002
entrez gene/locuslink:854461,0.0022,0.2326,0.0,0.0001
entrez gene/locuslink:60,0.0088,0.2819,0.0,0.0018
entrez gene/locuslink:64170,0.0044,0.2433,0.0,0.0003
entrez gene/locuslink:27229,0.0066,0.2225,0.0001,0.0001
entrez gene/locuslink:26119,0.0044,0.2469,0.0,0.0005
entrez gene/locuslink:9779,0.0044,0.2467,0.0,0.0005
entrez gene/locuslink:2762,0.0022,0.2424,0.0,0.0002
entrez gene/locuslink:5359,0.0044,0.2466,0.0,0.0003
entrez gene/locuslink:331,0.0088,0.2652,0.0001,0.001
entrez gene/locuslink:93487,0.0044,0.2535,0.0,0.0005
entrez gene/locuslink:79869,0.0066,0.2579,0.0,0.0006
entrez gene/locuslink:30818,0.0044,0.1958,0.0,0.0
entrez gene/locuslink:117144,0.0022,0.1907,0.0,0.0
entrez gene/locuslink:150483,0.0022,0.2112,0.0,0.0
entrez gene/locuslink:10475,0.0088,0.2718,0.0005,0.0011
entrez gene/locuslink:158297,0.0066,0.2513,0.0,0.0003
entrez gene/locuslink:159163,0.0066,0.2653,0.0,0.0007
entrez gene/locuslink:4599,0.0066,0.2825,0.0,0.0017
entrez gene/locuslink:56952,0.0066,0.2714,0.0,0.0012
entrez gene/locuslink:664,0.0022,0.2439,0.0,0.0004
entrez gene/locuslink:6945,0.0022,0.2439,0.0,0.0004
entrez gene/locuslink:8601,0.0044,0.2441,0.0,0.0003
entrez gene/locuslink:83755,0.0044,0.2715,0.0,0.0022
entrez gene/locuslink:117177,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:55454,0.0022,0.2379,0.0,0.0003
entrez gene/locuslink:853960,0.0022,0.2211,0.0,0.0001
entrez gene/locuslink:89884,0.0044,0.2198,0.0,0.0001
entrez gene/locuslink:3251,0.0088,0.2727,0.0,0.0013
entrez gene/locuslink:5152,0.0155,0.2689,0.0001,0.0012
entrez gene/locuslink:854696,0.0022,0.2154,0.0,0.0001
entrez gene/locuslink:9093,0.0088,0.2744,0.0,0.0014
entrez gene/locuslink:3281,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:26061,0.0022,0.2202,0.0,0.0001
entrez gene/locuslink:80308,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:1912,0.0044,0.2476,0.0,0.0003
entrez gene/locuslink:4144,0.0044,0.2248,0.0,0.0001
entrez gene/locuslink:162333,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:9051,0.0044,0.2564,0.0,0.0008
entrez gene/locuslink:9832,0.0066,0.2542,0.0,0.0005
entrez gene/locuslink:3313,0.0044,0.2531,0.0,0.0005
entrez gene/locuslink:55734,0.0022,0.2218,0.0,0.0001
entrez gene/locuslink:51361,0.0066,0.2645,0.0,0.0008
entrez gene/locuslink:8379,0.0133,0.2804,0.0001,0.0021
entrez gene/locuslink:10262,0.0133,0.2809,0.0001,0.002
entrez gene/locuslink:84661,0.0022,0.1781,0.0,0.0
entrez gene/locuslink:9817,0.0044,0.2255,0.0003,0.0001
entrez gene/locuslink:853550,0.0044,0.2294,0.0,0.0002
entrez gene/locuslink:78995,0.0022,0.2246,0.0,0.0001
entrez gene/locuslink:79077,0.0044,0.2634,0.0,0.0008
entrez gene/locuslink:1802,0.0044,0.2609,0.0,0.0007
entrez gene/locuslink:90060,0.0022,0.253,0.0,0.0013
entrez gene/locuslink:23219,0.0022,0.2444,0.0,0.0004
entrez gene/locuslink:2580,0.0022,0.2264,0.0,0.0001
entrez gene/locuslink:25780,0.0022,0.211,0.0,0.0
entrez gene/locuslink:93426,0.0066,0.2448,0.0,0.0003
entrez gene/locuslink:80325,0.0022,0.2315,0.0,0.0003
entrez gene/locuslink:51171,0.0044,0.2645,0.0,0.0009
entrez gene/locuslink:851875,0.0022,0.2188,0.0,0.0001
entrez gene/locuslink:6810,0.0088,0.253,0.0,0.0008
entrez gene/locuslink:9189,0.0133,0.2986,0.0002,0.0052
entrez gene/locuslink:10606,0.0044,0.2645,0.0,0.0009
entrez gene/locuslink:817,0.0044,0.2656,0.0,0.0009
entrez gene/locuslink:11030,0.0177,0.2744,0.0001,0.0013
entrez gene/locuslink:130540,0.0044,0.2339,0.0,0.0002
entrez gene/locuslink:2954,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:79173,0.0044,0.2348,0.0,0.0001
entrez gene/locuslink:4223,0.0111,0.2711,0.0002,0.0021
entrez gene/locuslink:7551,0.0022,0.2151,0.0,0.0
entrez gene/locuslink:83659,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:90933,0.0088,0.2466,0.0,0.0003
entrez gene/locuslink:51729,0.0066,0.2542,0.0,0.0004
entrez gene/locuslink:853344,0.0022,0.1961,0.0,0.0
entrez gene/locuslink:2571,0.0022,0.1784,0.0,0.0
entrez gene/locuslink:138046,0.0022,0.2389,0.0,0.0003
entrez gene/locuslink:851022,0.0022,0.2047,0.0,0.0
entrez gene/locuslink:57120,0.0111,0.2574,0.0004,0.0015
entrez gene/locuslink:10551,0.0111,0.2484,0.0,0.0004
entrez gene/locuslink:1649,0.0022,0.2333,0.0,0.0002
entrez gene/locuslink:1102,0.0022,0.2424,0.0,0.0002
entrez gene/locuslink:84993,0.0022,0.2247,0.0,0.0001
entrez gene/locuslink:92610,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:853383,0.0022,0.2193,0.0,0.0
entrez gene/locuslink:26993,0.0022,0.2442,0.0,0.0003
entrez gene/locuslink:5805,0.0066,0.2747,0.0,0.0014
entrez gene/locuslink:854709,0.0022,0.2211,0.0,0.0001
entrez gene/locuslink:386618,0.0044,0.2711,0.0,0.0011
entrez gene/locuslink:852436,0.0022,0.184,0.0,0.0
entrez gene/locuslink:850809,0.0044,0.2175,0.0003,0.0
entrez gene/locuslink:80258,0.0177,0.2779,0.0009,0.0016
entrez gene/locuslink:853129,0.0022,0.2326,0.0,0.0001
entrez gene/locuslink:79096,0.0022,0.2302,0.0,0.0003
entrez gene/locuslink:30008,0.0022,0.2306,0.0,0.0001
entrez gene/locuslink:100507739,0.0044,0.2711,0.0,0.0011
entrez gene/locuslink:26580,0.0022,0.2452,0.0,0.0003
entrez gene/locuslink:80256,0.0022,0.2482,0.0,0.0006
entrez gene/locuslink:29950,0.0044,0.2406,0.0,0.0002
entrez gene/locuslink:6285,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:854847,0.0022,0.2092,0.0,0.0
entrez gene/locuslink:2941,0.0066,0.2646,0.0004,0.0009
entrez gene/locuslink:51562,0.0044,0.27,0.0,0.0011
entrez gene/locuslink:8440,0.0044,0.258,0.0,0.0008
entrez gene/locuslink:11060,0.0044,0.2396,0.0,0.0003
entrez gene/locuslink:26258,0.0022,0.2091,0.0,0.0
entrez gene/locuslink:9813,0.0022,0.1991,0.0,0.0
entrez gene/locuslink:59349,0.0111,0.2645,0.0001,0.001
entrez gene/locuslink:2512,0.0022,0.2424,0.0,0.0002
entrez gene/locuslink:8495,0.0022,0.2165,0.0,0.0
entrez gene/locuslink:851521,0.0044,0.2409,0.0,0.0002
entrez gene/locuslink:25888,0.0044,0.2353,0.0,0.0001
entrez gene/locuslink:22807,0.0022,0.2404,0.0,0.0005
entrez gene/locuslink:1857,0.0066,0.2438,0.0,0.0002
entrez gene/locuslink:9063,0.0044,0.2199,0.0,0.0001
entrez gene/locuslink:115704,0.0044,0.2025,0.0,0.0
entrez gene/locuslink:813,0.0022,0.2306,0.0,0.0001
entrez gene/locuslink:7988,0.0066,0.2726,0.0,0.0015
entrez gene/locuslink:57146,0.0022,0.2356,0.0,0.0002
entrez gene/locuslink:54821,0.0022,0.1865,0.0,0.0
entrez gene/locuslink:7126,0.0044,0.238,0.0,0.0002
entrez gene/locuslink:9513,0.0133,0.2766,0.0001,0.0018
entrez gene/locuslink:9278,0.0044,0.2257,0.0,0.0001
entrez gene/locuslink:853025,0.0044,0.2566,0.0,0.0008
entrez gene/locuslink:2810,0.0022,0.2468,0.0,0.0004
entrez gene/locuslink:54850,0.0022,0.2444,0.0,0.0004
entrez gene/locuslink:996,0.0022,0.2403,0.0,0.0002
entrez gene/locuslink:6652,0.0022,0.2601,0.0,0.0007
entrez gene/locuslink:7265,0.0022,0.217,0.0,0.0
entrez gene/locuslink:10193,0.0022,0.2504,0.0,0.0004
entrez gene/locuslink:51538,0.0022,0.2093,0.0,0.0
entrez gene/locuslink:57658,0.0066,0.2502,0.0,0.001
entrez gene/locuslink:9632,0.0044,0.2489,0.0,0.0004
entrez gene/locuslink:856786,0.0022,0.2104,0.0,0.0
entrez gene/locuslink:85376,0.0066,0.2473,0.0,0.0004
entrez gene/locuslink:129531,0.0022,0.2497,0.0,0.0006
entrez gene/locuslink:55329,0.0022,0.2237,0.0,0.0001
entrez gene/locuslink:80212,0.0022,0.2438,0.0,0.0013
entrez gene/locuslink:9322,0.0022,0.2471,0.0,0.0006
entrez gene/locuslink:23640,0.0022,0.2218,0.0,0.0002
entrez gene/locuslink:463,0.0022,0.2112,0.0,0.0
entrez gene/locuslink:23157,0.0022,0.2461,0.0,0.0006
entrez gene/locuslink:55662,0.0022,0.1939,0.0,0.0
entrez gene/locuslink:83637,0.0022,0.1784,0.0,0.0
entrez gene/locuslink:80318,0.0044,0.2621,0.0,0.0007
entrez gene/locuslink:64802,0.0088,0.2744,0.0,0.0013
entrez gene/locuslink:10425,0.0022,0.2326,0.0,0.0001
entrez gene/locuslink:9810,0.0022,0.2424,0.0,0.0002
